0,1,2
252.90206278047845,252.28885646169897,250.39972852438868
236.24664548770247,237.568963033353,239.65829436971194
225.77954247353176,228.1565324568,231.9642923192253
214.48728581112454,217.30268493793483,222.30092106892312
207.8906671055989,211.01985101514597,216.52993529382132
202.209998744135,205.68745094507418,211.63028315605993
195.72077424560712,199.65894055086181,206.39446008037118
195.02446125246928,199.05396159864574,205.9174317654362
197.00950306823432,200.88205091872197,207.31100985023483
199.7876178517791,203.30034130966771,209.154762569701
203.8699766178951,206.6967128366557,211.60631238644783
206.673082250434,208.85540782477364,213.1414213972269
208.8730479739439,210.3131500472827,214.03649981989037
210.28857445461063,211.02672240077737,214.2416227605491
210.79650265116328,211.1144425748254,213.83816231589805
210.8451587461438,211.0764735087007,213.4883328993115
210.9974961810164,211.52022896079788,213.7467862534924
213.53901161171456,214.91128051069091,216.7589422756002
218.207347319266,220.22891616162255,221.94775514612115
223.5480073192034,225.8631796367798,227.6619884662281
228.9049179686897,231.22772295397846,233.11873526477197
233.77548743769438,236.09394004020788,238.06204259337932
237.97288325678522,240.39398282230462,242.46567167948265
241.59642589623778,244.2063789255707,246.39587567159847
244.80369725568198,247.57285751278445,249.8711644368737
247.60659432029215,250.41344904180238,252.8795350564455
250.00429229589,252.8661928091712,255.43129219511866
251.05914303879098,253.93574010842008,256.49866972845956
252.02621189348446,254.89953077525212,257.377173084533
252.8242593594699,255.69770883728074,258.04137828983255
253.38908997367054,256.32994922659526,258.4786686429159
253.89291725073863,256.7889817004643,258.71540774867407
254.26356318608123,257.06605357026103,258.7619788751088
254.40008893490773,257.123184797606,258.65088520274134
254.26646092709794,256.96466629909617,258.50099891536354
253.60799188957066,256.5672652848465,258.5533488881196
252.2624506659944,256.25333001663387,259.1554347215659
